fips,count_property,count_windfactor1,count_windfactor2,count_windfactor3,count_windfactor4,count_windfactor5,count_windfactor6,count_windfactor7,count_windfactor8,count_windfactor9,count_windfactor10
24639,2574,0,2574,0,0,0,0,0,0,0,0
24641,3378,0,3378,0,0,0,0,0,0,0,0
24646,529,0,529,0,0,0,0,0,0,0,0
24649,1730,0,1730,0,0,0,0,0,0,0,0
24651,4493,0,4493,0,0,0,0,0,0,0,0
24656,2599,0,2599,0,0,0,0,0,0,0,0
24657,287,0,287,0,0,0,0,0,0,0,0
24701,15181,0,15181,0,0,0,0,0,0,0,0
24712,1251,0,1251,0,0,0,0,0,0,0,0
24714,314,0,314,0,0,0,0,0,0,0,0
24715,798,0,798,0,0,0,0,0,0,0,0
24716,407,407,0,0,0,0,0,0,0,0,0
24719,148,148,0,0,0,0,0,0,0,0,0
24724,324,0,324,0,0,0,0,0,0,0,0
24726,745,745,0,0,0,0,0,0,0,0,0
24729,319,0,319,0,0,0,0,0,0,0,0
24731,135,0,135,0,0,0,0,0,0,0,0
24733,263,0,263,0,0,0,0,0,0,0,0
24736,1238,184,1054,0,0,0,0,0,0,0,0
24737,1366,0,1366,0,0,0,0,0,0,0,0
24738,15,0,15,0,0,0,0,0,0,0,0
24739,8633,0,8633,0,0,0,0,0,0,0,0
24740,10033,0,10033,0,0,0,0,0,0,0,0
24747,2797,0,2797,0,0,0,0,0,0,0,0
24801,5925,525,5400,0,0,0,0,0,0,0,0
24808,1471,0,1471,0,0,0,0,0,0,0,0
24811,941,0,941,0,0,0,0,0,0,0,0
24813,406,0,406,0,0,0,0,0,0,0,0
24815,674,0,674,0,0,0,0,0,0,0,0
24816,280,0,280,0,0,0,0,0,0,0,0
24817,1912,0,1912,0,0,0,0,0,0,0,0
24818,1502,1502,0,0,0,0,0,0,0,0,0
24822,1091,1090,1,0,0,0,0,0,0,0,0
24823,205,202,3,0,0,0,0,0,0,0,0
24826,219,0,219,0,0,0,0,0,0,0,0
24827,645,643,2,0,0,0,0,0,0,0,0
24828,1091,92,999,0,0,0,0,0,0,0,0
24830,225,0,225,0,0,0,0,0,0,0,0
24831,614,0,614,0,0,0,0,0,0,0,0
24834,403,403,0,0,0,0,0,0,0,0,0
24836,581,0,581,0,0,0,0,0,0,0,0
24839,613,613,0,0,0,0,0,0,0,0,0
24843,78,0,78,0,0,0,0,0,0,0,0
24844,2923,243,2680,0,0,0,0,0,0,0,0
24845,435,435,0,0,0,0,0,0,0,0,0
24846,227,105,122,0,0,0,0,0,0,0,0
24847,247,247,0,0,0,0,0,0,0,0,0
24848,187,0,187,0,0,0,0,0,0,0,0
24849,273,273,0,0,0,0,0,0,0,0,0
24850,133,0,133,0,0,0,0,0,0,0,0
24851,484,484,0,0,0,0,0,0,0,0,0
24853,1220,0,1220,0,0,0,0,0,0,0,0
24854,563,563,0,0,0,0,0,0,0,0,0
24855,61,0,61,0,0,0,0,0,0,0,0
24857,1135,1135,0,0,0,0,0,0,0,0,0
24860,698,698,0,0,0,0,0,0,0,0,0
24861,385,0,385,0,0,0,0,0,0,0,0
24862,565,0,565,0,0,0,0,0,0,0,0
24866,984,0,984,0,0,0,0,0,0,0,0
24867,423,423,0,0,0,0,0,0,0,0,0
24868,3172,0,3172,0,0,0,0,0,0,0,0
24869,426,426,0,0,0,0,0,0,0,0,0
24870,1659,1659,0,0,0,0,0,0,0,0,0
24871,846,0,846,0,0,0,0,0,0,0,0
24872,654,0,654,0,0,0,0,0,0,0,0
24873,437,0,437,0,0,0,0,0,0,0,0
24874,2158,2158,0,0,0,0,0,0,0,0,0
24878,563,0,563,0,0,0,0,0,0,0,0
24879,293,0,293,0,0,0,0,0,0,0,0
24880,246,246,0,0,0,0,0,0,0,0,0
24881,1034,0,1034,0,0,0,0,0,0,0,0
24882,970,970,0,0,0,0,0,0,0,0,0
24884,97,0,97,0,0,0,0,0,0,0,0
24887,103,0,103,0,0,0,0,0,0,0,0
24888,182,0,182,0,0,0,0,0,0,0,0
24892,2408,0,2408,0,0,0,0,0,0,0,0
24894,578,0,578,0,0,0,0,0,0,0,0
24895,81,0,81,0,0,0,0,0,0,0,0
24898,279,279,0,0,0,0,0,0,0,0,0
24901,5694,0,5694,0,0,0,0,0,0,0,0
24910,4589,0,4589,0,0,0,0,0,0,0,0
24915,834,0,834,0,0,0,0,0,0,0,0
24916,335,0,335,0,0,0,0,0,0,0,0
24918,1316,0,1316,0,0,0,0,0,0,0,0
24920,599,0,599,0,0,0,0,0,0,0,0
24924,795,0,795,0,0,0,0,0,0,0,0
24925,1347,0,1347,0,0,0,0,0,0,0,0
24927,1065,0,1065,0,0,0,0,0,0,0,0
24931,1206,0,1206,0,0,0,0,0,0,0,0
24934,1099,0,1099,0,0,0,0,0,0,0,0
24935,955,0,955,0,0,0,0,0,0,0,0
24938,1270,0,1270,0,0,0,0,0,0,0,0
24941,1759,0,1759,0,0,0,0,0,0,0,0
24943,78,0,78,0,0,0,0,0,0,0,0
24944,740,0,740,0,0,0,0,0,0,0,0
24945,500,0,500,0,0,0,0,0,0,0,0
24946,2210,0,2210,0,0,0,0,0,0,0,0
24951,1477,0,1477,0,0,0,0,0,0,0,0
24954,4369,0,4369,0,0,0,0,0,0,0,0
24957,417,0,417,0,0,0,0,0,0,0,0
24962,180,0,180,0,0,0,0,0,0,0,0
24963,3036,0,3036,0,0,0,0,0,0,0,0
24966,1634,0,1634,0,0,0,0,0,0,0,0
24970,3744,0,3744,0,0,0,0,0,0,0,0
24974,223,0,223,0,0,0,0,0,0,0,0
24976,902,0,902,0,0,0,0,0,0,0,0
24977,413,0,413,0,0,0,0,0,0,0,0
24981,811,0,811,0,0,0,0,0,0,0,0
24983,2297,0,2297,0,0,0,0,0,0,0,0
24984,667,0,667,0,0,0,0,0,0,0,0
24985,324,0,324,0,0,0,0,0,0,0,0
24986,5215,0,5215,0,0,0,0,0,0,0,0
24991,472,0,472,0,0,0,0,0,0,0,0
24993,22,0,22,0,0,0,0,0,0,0,0
25002,76,22,54,0,0,0,0,0,0,0,0
25003,2239,81,2158,0,0,0,0,0,0,0,0
25005,257,3,254,0,0,0,0,0,0,0,0
25007,529,529,0,0,0,0,0,0,0,0,0
25008,234,234,0,0,0,0,0,0,0,0,0
25009,743,715,28,0,0,0,0,0,0,0,0
25011,695,0,695,0,0,0,0,0,0,0,0
25015,2412,573,1839,0,0,0,0,0,0,0,0
25019,516,512,4,0,0,0,0,0,0,0,0
25021,304,220,84,0,0,0,0,0,0,0,0
25022,214,39,175,0,0,0,0,0,0,0,0
25024,401,401,0,0,0,0,0,0,0,0,0
25025,120,119,1,0,0,0,0,0,0,0,0
25028,257,174,83,0,0,0,0,0,0,0,0
25030,392,208,184,0,0,0,0,0,0,0,0
25031,639,396,243,0,0,0,0,0,0,0,0
25033,1683,0,1683,0,0,0,0,0,0,0,0
25035,648,135,513,0,0,0,0,0,0,0,0
25036,210,208,2,0,0,0,0,0,0,0,0
25039,582,177,405,0,0,0,0,0,0,0,0
25040,428,282,146,0,0,0,0,0,0,0,0
25043,1397,1183,214,0,0,0,0,0,0,0,0
25044,222,222,0,0,0,0,0,0,0,0,0
25045,4511,956,3555,0,0,0,0,0,0,0,0
25047,256,80,176,0,0,0,0,0,0,0,0
25048,299,299,0,0,0,0,0,0,0,0,0
25049,344,339,5,0,0,0,0,0,0,0,0
25051,145,88,57,0,0,0,0,0,0,0,0
25053,2642,586,2056,0,0,0,0,0,0,0,0
25054,128,91,37,0,0,0,0,0,0,0,0
25057,474,346,128,0,0,0,0,0,0,0,0
25059,391,391,0,0,0,0,0,0,0,0,0
25060,237,236,1,0,0,0,0,0,0,0,0
25061,540,176,364,0,0,0,0,0,0,0,0
25062,205,205,0,0,0,0,0,0,0,0,0
25063,1755,1252,503,0,0,0,0,0,0,0,0
25064,5732,0,5732,0,0,0,0,0,0,0,0
25067,560,23,537,0,0,0,0,0,0,0,0
25070,917,0,917,0,0,0,0,0,0,0,0
25071,7137,1123,6014,0,0,0,0,0,0,0,0
25075,662,622,40,0,0,0,0,0,0,0,0
25076,28,27,1,0,0,0,0,0,0,0,0
25081,849,348,501,0,0,0,0,0,0,0,0
25082,1581,0,1581,0,0,0,0,0,0,0,0
25083,481,473,8,0,0,0,0,0,0,0,0
25085,623,445,178,0,0,0,0,0,0,0,0
25086,518,33,485,0,0,0,0,0,0,0,0
25088,166,164,2,0,0,0,0,0,0,0,0
25090,228,146,82,0,0,0,0,0,0,0,0
25093,102,101,1,0,0,0,0,0,0,0,0
25102,302,94,208,0,0,0,0,0,0,0,0
25103,308,59,249,0,0,0,0,0,0,0,0
25106,499,0,499,0,0,0,0,0,0,0,0
25107,359,358,1,0,0,0,0,0,0,0,0
25108,395,361,34,0,0,0,0,0,0,0,0
25109,580,0,580,0,0,0,0,0,0,0,0
25110,382,209,173,0,0,0,0,0,0,0,0
25111,546,537,9,0,0,0,0,0,0,0,0
25112,,0,0,0,0,0,0,0,0,0,0
25113,1068,511,557,0,0,0,0,0,0,0,0
25114,388,87,301,0,0,0,0,0,0,0,0
25115,163,101,62,0,0,0,0,0,0,0,0
25118,562,561,1,0,0,0,0,0,0,0,0
25119,487,487,0,0,0,0,0,0,0,0,0
25121,759,559,200,0,0,0,0,0,0,0,0
25123,3179,0,3179,0,0,0,0,0,0,0,0
25124,985,0,985,0,0,0,0,0,0,0,0
25125,899,871,28,0,0,0,0,0,0,0,0
25126,191,0,191,0,0,0,0,0,0,0,0
25130,2451,407,2044,0,0,0,0,0,0,0,0
25132,194,194,0,0,0,0,0,0,0,0,0
25133,743,446,297,0,0,0,0,0,0,0,0
25134,397,13,384,0,0,0,0,0,0,0,0
25136,1144,517,627,0,0,0,0,0,0,0,0
25139,327,217,110,0,0,0,0,0,0,0,0
25140,1392,1385,7,0,0,0,0,0,0,0,0
25141,188,3,185,0,0,0,0,0,0,0,0
25142,236,130,106,0,0,0,0,0,0,0,0
25143,5447,0,5447,0,0,0,0,0,0,0,0
25148,276,117,159,0,0,0,0,0,0,0,0
25149,220,21,199,0,0,0,0,0,0,0,0
25152,326,326,0,0,0,0,0,0,0,0,0
25154,542,483,59,0,0,0,0,0,0,0,0
25156,42,0,42,0,0,0,0,0,0,0,0
25159,2975,14,2961,0,0,0,0,0,0,0,0
25160,198,198,0,0,0,0,0,0,0,0,0
25161,519,519,0,0,0,0,0,0,0,0,0
25162,332,0,332,0,0,0,0,0,0,0,0
25164,1373,321,1052,0,0,0,0,0,0,0,0
25165,472,471,1,0,0,0,0,0,0,0,0
25168,1638,0,1638,0,0,0,0,0,0,0,0
25169,314,251,63,0,0,0,0,0,0,0,0
25173,353,353,0,0,0,0,0,0,0,0,0
25174,396,396,0,0,0,0,0,0,0,0,0
25177,15101,0,15101,0,0,0,0,0,0,0,0
25180,105,105,0,0,0,0,0,0,0,0,0
25181,1083,1070,13,0,0,0,0,0,0,0,0
25183,305,2,303,0,0,0,0,0,0,0,0
25185,37,31,6,0,0,0,0,0,0,0,0
25186,652,368,284,0,0,0,0,0,0,0,0
25187,704,0,704,0,0,0,0,0,0,0,0
25193,408,24,384,0,0,0,0,0,0,0,0
25201,89,0,89,0,0,0,0,0,0,0,0
25202,1087,0,1087,0,0,0,0,0,0,0,0
25203,87,48,39,0,0,0,0,0,0,0,0
25204,322,296,26,0,0,0,0,0,0,0,0
25205,209,139,70,0,0,0,0,0,0,0,0
25206,295,294,1,0,0,0,0,0,0,0,0
25208,678,668,10,0,0,0,0,0,0,0,0
25209,1057,971,86,0,0,0,0,0,0,0,0
25211,227,227,0,0,0,0,0,0,0,0,0
25213,3343,0,3343,0,0,0,0,0,0,0,0
25214,324,323,1,0,0,0,0,0,0,0,0
25231,99,6,93,0,0,0,0,0,0,0,0
25234,1186,61,1125,0,0,0,0,0,0,0,0
25235,877,36,841,0,0,0,0,0,0,0,0
25239,1225,0,1225,0,0,0,0,0,0,0,0
25241,1218,0,1218,0,0,0,0,0,0,0,0
25243,1122,0,1122,0,0,0,0,0,0,0,0
25244,728,7,721,0,0,0,0,0,0,0,0
25245,759,0,759,0,0,0,0,0,0,0,0
25247,489,12,477,0,0,0,0,0,0,0,0
25248,2257,26,2231,0,0,0,0,0,0,0,0
25251,379,10,369,0,0,0,0,0,0,0,0
25252,1300,22,1278,0,0,0,0,0,0,0,0
25253,1708,27,1681,0,0,0,0,0,0,0,0
25259,787,16,771,0,0,0,0,0,0,0,0
25260,1219,22,1197,0,0,0,0,0,0,0,0
25261,267,4,263,0,0,0,0,0,0,0,0
25262,650,0,650,0,0,0,0,0,0,0,0
25264,373,0,373,0,0,0,0,0,0,0,0
25265,1046,67,979,0,0,0,0,0,0,0,0
25266,807,33,774,0,0,0,0,0,0,0,0
25267,1228,270,958,0,0,0,0,0,0,0,0
25268,835,67,768,0,0,0,0,0,0,0,0
25270,1213,46,1167,0,0,0,0,0,0,0,0
25271,5701,0,5701,0,0,0,0,0,0,0,0
25275,1647,2,1645,0,0,0,0,0,0,0,0
25276,6540,930,5610,0,0,0,0,0,0,0,0
25285,604,82,522,0,0,0,0,0,0,0,0
25286,1663,0,1663,0,0,0,0,0,0,0,0
25287,679,85,594,0,0,0,0,0,0,0,0
25301,1589,0,1589,0,0,0,0,0,0,0,0
25302,9641,0,9641,0,0,0,0,0,0,0,0
25303,4093,0,4093,0,0,0,0,0,0,0,0
25304,4519,1,4518,0,0,0,0,0,0,0,0
25305,3,0,3,0,0,0,0,0,0,0,0
25306,3859,330,3529,0,0,0,0,0,0,0,0
25309,7471,53,7418,0,0,0,0,0,0,0,0
25311,6124,9,6115,0,0,0,0,0,0,0,0
25312,6122,170,5952,0,0,0,0,0,0,0,0
25313,6526,10,6516,0,0,0,0,0,0,0,0
25314,7708,169,7539,0,0,0,0,0,0,0,0
25315,1881,459,1422,0,0,0,0,0,0,0,0
25320,3341,242,3099,0,0,0,0,0,0,0,0
25387,4476,0,4476,0,0,0,0,0,0,0,0
25401,5874,0,5874,0,0,0,0,0,0,0,0
25403,6188,0,6043,145,0,0,0,0,0,0,0
25404,8851,0,8522,329,0,0,0,0,0,0,0
25405,5400,0,5369,31,0,0,0,0,0,0,0
25411,9569,0,9569,0,0,0,0,0,0,0,0
25413,4094,0,4094,0,0,0,0,0,0,0,0
25414,8078,0,5769,2309,0,0,0,0,0,0,0
25419,8899,0,8818,81,0,0,0,0,0,0,0
25420,2271,0,2270,1,0,0,0,0,0,0,0
25421,28,0,28,0,0,0,0,0,0,0,0
25422,3357,0,3357,0,0,0,0,0,0,0,0
25425,10317,0,6224,4093,0,0,0,0,0,0,0
25427,9691,0,9617,74,0,0,0,0,0,0,0
25428,5268,0,5266,2,0,0,0,0,0,0,0
25430,4065,0,3942,123,0,0,0,0,0,0,0
25431,410,0,410,0,0,0,0,0,0,0,0
25432,55,0,55,0,0,0,0,0,0,0,0
25434,2656,0,2656,0,0,0,0,0,0,0,0
25437,427,0,427,0,0,0,0,0,0,0,0
25438,3324,0,3186,138,0,0,0,0,0,0,0
25442,920,0,430,490,0,0,0,0,0,0,0
25443,3656,0,3002,654,0,0,0,0,0,0,0
25444,505,0,505,0,0,0,0,0,0,0,0
25446,721,0,553,168,0,0,0,0,0,0,0
25501,780,0,780,0,0,0,0,0,0,0,0
25502,854,0,854,0,0,0,0,0,0,0,0
25503,582,0,582,0,0,0,0,0,0,0,0
25504,6624,0,6624,0,0,0,0,0,0,0,0
25505,228,11,217,0,0,0,0,0,0,0,0
25506,3523,0,3523,0,0,0,0,0,0,0,0
25507,608,0,608,0,0,0,0,0,0,0,0
25508,5704,2326,3378,0,0,0,0,0,0,0,0
25510,2683,0,2683,0,0,0,0,0,0,0,0
25511,1019,0,1019,0,0,0,0,0,0,0,0
25512,1115,0,1115,0,0,0,0,0,0,0,0
25514,2863,0,2863,0,0,0,0,0,0,0,0
25515,1803,0,1803,0,0,0,0,0,0,0,0
25517,1326,0,1326,0,0,0,0,0,0,0,0
25520,1116,0,1116,0,0,0,0,0,0,0,0
25521,861,0,861,0,0,0,0,0,0,0,0
25523,1804,0,1804,0,0,0,0,0,0,0,0
25524,2831,118,2713,0,0,0,0,0,0,0,0
25526,12628,0,12628,0,0,0,0,0,0,0,0
25529,534,57,477,0,0,0,0,0,0,0,0
25530,4129,0,4129,0,0,0,0,0,0,0,0
25534,302,0,302,0,0,0,0,0,0,0,0
25535,1693,0,1693,0,0,0,0,0,0,0,0
25537,1275,0,1275,0,0,0,0,0,0,0,0
25540,276,0,276,0,0,0,0,0,0,0,0
25541,5363,0,5363,0,0,0,0,0,0,0,0
25544,70,0,70,0,0,0,0,0,0,0,0
25545,2536,0,2536,0,0,0,0,0,0,0,0
25547,410,287,123,0,0,0,0,0,0,0,0
25550,5506,4,5502,0,0,0,0,0,0,0,0
25555,1561,0,1561,0,0,0,0,0,0,0,0
25557,1140,0,1140,0,0,0,0,0,0,0,0
25559,1496,0,1496,0,0,0,0,0,0,0,0
25560,5367,0,5367,0,0,0,0,0,0,0,0
25564,826,0,826,0,0,0,0,0,0,0,0
25565,531,0,531,0,0,0,0,0,0,0,0
25567,720,0,720,0,0,0,0,0,0,0,0
25570,3891,0,3891,0,0,0,0,0,0,0,0
25571,1488,0,1488,0,0,0,0,0,0,0,0
25573,522,0,522,0,0,0,0,0,0,0,0
25601,4154,825,3329,0,0,0,0,0,0,0,0
25606,592,590,2,0,0,0,0,0,0,0,0
25607,618,567,51,0,0,0,0,0,0,0,0
25608,641,641,0,0,0,0,0,0,0,0,0
25611,602,602,0,0,0,0,0,0,0,0,0
25612,148,52,96,0,0,0,0,0,0,0,0
25617,146,146,0,0,0,0,0,0,0,0,0
25621,2305,2297,8,0,0,0,0,0,0,0,0
25624,363,11,352,0,0,0,0,0,0,0,0
25625,1089,546,543,0,0,0,0,0,0,0,0
25628,289,289,0,0,0,0,0,0,0,0,0
25630,528,513,15,0,0,0,0,0,0,0,0
25632,420,176,244,0,0,0,0,0,0,0,0
25634,1102,1102,0,0,0,0,0,0,0,0,0
25635,951,950,1,0,0,0,0,0,0,0,0
25637,1372,191,1181,0,0,0,0,0,0,0,0
25638,553,516,37,0,0,0,0,0,0,0,0
25639,506,364,142,0,0,0,0,0,0,0,0
25644,562,532,30,0,0,0,0,0,0,0,0
25646,607,41,566,0,0,0,0,0,0,0,0
25647,565,369,196,0,0,0,0,0,0,0,0
25649,1042,857,185,0,0,0,0,0,0,0,0
25650,102,102,0,0,0,0,0,0,0,0,0
25651,654,649,5,0,0,0,0,0,0,0,0
25652,967,758,209,0,0,0,0,0,0,0,0
25653,235,201,34,0,0,0,0,0,0,0,0
25654,164,140,24,0,0,0,0,0,0,0,0
25661,7474,358,7116,0,0,0,0,0,0,0,0
25666,111,0,111,0,0,0,0,0,0,0,0
25667,525,0,525,0,0,0,0,0,0,0,0
25669,727,0,727,0,0,0,0,0,0,0,0
25670,3430,2640,790,0,0,0,0,0,0,0,0
25671,1158,6,1152,0,0,0,0,0,0,0,0
25672,458,453,5,0,0,0,0,0,0,0,0
25674,2475,0,2475,0,0,0,0,0,0,0,0
25676,865,112,753,0,0,0,0,0,0,0,0
25678,1561,1181,380,0,0,0,0,0,0,0,0
25685,694,0,694,0,0,0,0,0,0,0,0
25688,359,356,3,0,0,0,0,0,0,0,0
25690,405,390,15,0,0,0,0,0,0,0,0
25692,1009,1007,2,0,0,0,0,0,0,0,0
25696,1265,1253,12,0,0,0,0,0,0,0,0
25699,148,0,148,0,0,0,0,0,0,0,0
25701,12529,0,12529,0,0,0,0,0,0,0,0
25702,4772,0,4772,0,0,0,0,0,0,0,0
25703,2108,0,2108,0,0,0,0,0,0,0,0
25704,9497,0,9497,0,0,0,0,0,0,0,0
25705,10366,0,10366,0,0,0,0,0,0,0,0
25755,14,0,14,0,0,0,0,0,0,0,0
25801,23262,23262,0,0,0,0,0,0,0,0,0
25810,179,179,0,0,0,0,0,0,0,0,0
25811,189,189,0,0,0,0,0,0,0,0,0
25812,1321,1321,0,0,0,0,0,0,0,0,0
25813,3518,3518,0,0,0,0,0,0,0,0,0
25817,370,370,0,0,0,0,0,0,0,0,0
25818,343,343,0,0,0,0,0,0,0,0,0
25820,416,0,416,0,0,0,0,0,0,0,0
25823,1050,1050,0,0,0,0,0,0,0,0,0
25825,1560,1456,104,0,0,0,0,0,0,0,0
25826,321,321,0,0,0,0,0,0,0,0,0
25827,1629,1629,0,0,0,0,0,0,0,0,0
25831,1477,1477,0,0,0,0,0,0,0,0,0
25832,3887,3887,0,0,0,0,0,0,0,0,0
25836,927,927,0,0,0,0,0,0,0,0,0
25837,343,343,0,0,0,0,0,0,0,0,0
25839,753,753,0,0,0,0,0,0,0,0,0
25840,6957,6953,4,0,0,0,0,0,0,0,0
25841,578,0,578,0,0,0,0,0,0,0,0
25843,990,990,0,0,0,0,0,0,0,0,0
25844,1233,1233,0,0,0,0,0,0,0,0,0
25845,756,756,0,0,0,0,0,0,0,0,0
25846,332,332,0,0,0,0,0,0,0,0,0
25848,258,258,0,0,0,0,0,0,0,0,0
25849,286,286,0,0,0,0,0,0,0,0,0
25851,57,57,0,0,0,0,0,0,0,0,0
25853,400,400,0,0,0,0,0,0,0,0,0
25854,943,942,1,0,0,0,0,0,0,0,0
25855,224,224,0,0,0,0,0,0,0,0,0
25857,337,337,0,0,0,0,0,0,0,0,0
25862,264,264,0,0,0,0,0,0,0,0,0
25864,333,333,0,0,0,0,0,0,0,0,0
25865,1734,1734,0,0,0,0,0,0,0,0,0
25866,529,529,0,0,0,0,0,0,0,0,0
25868,459,459,0,0,0,0,0,0,0,0,0
25870,339,339,0,0,0,0,0,0,0,0,0
25871,780,780,0,0,0,0,0,0,0,0,0
25873,583,583,0,0,0,0,0,0,0,0,0
25875,636,636,0,0,0,0,0,0,0,0,0
25876,87,87,0,0,0,0,0,0,0,0,0
25878,1054,1054,0,0,0,0,0,0,0,0,0
25879,345,345,0,0,0,0,0,0,0,0,0
25880,3988,3988,0,0,0,0,0,0,0,0,0
25882,2112,2112,0,0,0,0,0,0,0,0,0
25901,7529,7529,0,0,0,0,0,0,0,0,0
25902,497,391,106,0,0,0,0,0,0,0,0
25904,1007,1007,0,0,0,0,0,0,0,0,0
25907,170,170,0,0,0,0,0,0,0,0,0
25908,166,166,0,0,0,0,0,0,0,0,0
25909,341,341,0,0,0,0,0,0,0,0,0
25911,204,204,0,0,0,0,0,0,0,0,0
25913,282,282,0,0,0,0,0,0,0,0,0
25915,496,496,0,0,0,0,0,0,0,0,0
25916,181,181,0,0,0,0,0,0,0,0,0
25917,2131,2131,0,0,0,0,0,0,0,0,0
25918,4258,4258,0,0,0,0,0,0,0,0,0
25920,206,206,0,0,0,0,0,0,0,0,0
25921,2296,2296,0,0,0,0,0,0,0,0,0
25922,166,0,166,0,0,0,0,0,0,0,0
25928,427,427,0,0,0,0,0,0,0,0,0
25932,165,165,0,0,0,0,0,0,0,0,0
25936,274,274,0,0,0,0,0,0,0,0,0
25938,1670,1661,9,0,0,0,0,0,0,0,0
25942,248,248,0,0,0,0,0,0,0,0,0
25943,65,65,0,0,0,0,0,0,0,0,0
25951,5805,503,5302,0,0,0,0,0,0,0,0
25958,782,0,782,0,0,0,0,0,0,0,0
25962,3336,884,2452,0,0,0,0,0,0,0,0
25966,230,0,230,0,0,0,0,0,0,0,0
25969,1207,7,1200,0,0,0,0,0,0,0,0
25971,1866,0,1866,0,0,0,0,0,0,0,0
25972,441,0,441,0,0,0,0,0,0,0,0
25976,1955,1024,931,0,0,0,0,0,0,0,0
25977,163,0,163,0,0,0,0,0,0,0,0
25978,610,0,610,0,0,0,0,0,0,0,0
25979,1050,0,1050,0,0,0,0,0,0,0,0
25981,1138,336,802,0,0,0,0,0,0,0,0
25984,1543,0,1543,0,0,0,0,0,0,0,0
25985,531,0,531,0,0,0,0,0,0,0,0
25986,477,477,0,0,0,0,0,0,0,0,0
25989,244,244,0,0,0,0,0,0,0,0,0
26003,25619,25616,3,0,0,0,0,0,0,0,0
26030,405,405,0,0,0,0,0,0,0,0,0
26031,1467,1467,0,0,0,0,0,0,0,0,0
26032,467,467,0,0,0,0,0,0,0,0,0
26033,3499,3499,0,0,0,0,0,0,0,0,0
26034,3789,3789,0,0,0,0,0,0,0,0,0
26035,1801,1801,0,0,0,0,0,0,0,0,0
26036,403,403,0,0,0,0,0,0,0,0,0
26037,3877,3877,0,0,0,0,0,0,0,0,0
26038,1866,1866,0,0,0,0,0,0,0,0,0
26039,937,937,0,0,0,0,0,0,0,0,0
26040,1186,1186,0,0,0,0,0,0,0,0,0
26041,9756,9753,3,0,0,0,0,0,0,0,0
26047,4329,4328,1,0,0,0,0,0,0,0,0
26050,1011,1011,0,0,0,0,0,0,0,0,0
26055,1961,1910,51,0,0,0,0,0,0,0,0
26056,246,246,0,0,0,0,0,0,0,0,0
26058,68,68,0,0,0,0,0,0,0,0,0
26059,2126,2126,0,0,0,0,0,0,0,0,0
26060,1189,1189,0,0,0,0,0,0,0,0,0
26062,13299,13299,0,0,0,0,0,0,0,0,0
26070,6091,6091,0,0,0,0,0,0,0,0,0
26074,241,241,0,0,0,0,0,0,0,0,0
26075,327,327,0,0,0,0,0,0,0,0,0
26101,20139,0,20139,0,0,0,0,0,0,0,0
26104,10291,1,10290,0,0,0,0,0,0,0,0
26105,7436,1,7435,0,0,0,0,0,0,0,0
26133,1423,8,1409,6,0,0,0,0,0,0,0
26134,464,0,464,0,0,0,0,0,0,0,0
26136,567,17,550,0,0,0,0,0,0,0,0
26137,1113,103,1010,0,0,0,0,0,0,0,0
26138,208,19,189,0,0,0,0,0,0,0,0
26141,771,74,697,0,0,0,0,0,0,0,0
26142,1453,0,1453,0,0,0,0,0,0,0,0
26143,5105,827,4278,0,0,0,0,0,0,0,0
26146,1430,1067,363,0,0,0,0,0,0,0,0
26147,2181,32,2149,0,0,0,0,0,0,0,0
26148,392,47,345,0,0,0,0,0,0,0,0
26149,2357,2311,46,0,0,0,0,0,0,0,0
26150,3824,254,3570,0,0,0,0,0,0,0,0
26151,585,35,550,0,0,0,0,0,0,0,0
26152,235,1,234,0,0,0,0,0,0,0,0
26155,6643,6178,465,0,0,0,0,0,0,0,0
26159,1875,1851,24,0,0,0,0,0,0,0,0
26160,1274,58,1216,0,0,0,0,0,0,0,0
26161,815,326,489,0,0,0,0,0,0,0,0
26162,67,67,0,0,0,0,0,0,0,0,0
26164,4976,3,4973,0,0,0,0,0,0,0,0
26167,1107,1107,0,0,0,0,0,0,0,0,0
26169,723,182,541,0,0,0,0,0,0,0,0
26170,5401,1175,4226,0,0,0,0,0,0,0,0
26175,2574,2289,285,0,0,0,0,0,0,0,0
26178,825,52,773,0,0,0,0,0,0,0,0
26180,2171,385,1786,0,0,0,0,0,0,0,0
26181,4417,0,4417,0,0,0,0,0,0,0,0
26184,1881,22,1859,0,0,0,0,0,0,0,0
26187,4277,46,4231,0,0,0,0,0,0,0,0
26201,13384,13360,24,0,0,0,0,0,0,0,0
26202,618,618,0,0,0,0,0,0,0,0,0
26203,556,551,5,0,0,0,0,0,0,0,0
26205,2625,2138,487,0,0,0,0,0,0,0,0
26206,2623,2621,2,0,0,0,0,0,0,0,0
26208,1130,1130,0,0,0,0,0,0,0,0,0
26209,1145,0,1145,0,0,0,0,0,0,0,0
26210,109,109,0,0,0,0,0,0,0,0,0
26215,102,102,0,0,0,0,0,0,0,0,0
26217,536,536,0,0,0,0,0,0,0,0,0
26218,2611,2611,0,0,0,0,0,0,0,0,0
26222,1022,1022,0,0,0,0,0,0,0,0,0
26224,450,138,312,0,0,0,0,0,0,0,0
26228,161,161,0,0,0,0,0,0,0,0,0
26230,444,0,444,0,0,0,0,0,0,0,0
26234,1355,1355,0,0,0,0,0,0,0,0,0
26236,148,45,103,0,0,0,0,0,0,0,0
