count_property,count_windfactor1,count_windfactor2,count_windfactor3,count_windfactor4,count_windfactor5,count_windfactor6,count_windfactor7,count_windfactor8,count_windfactor9,count_windfactor10
143479339,36343181,43093824,4412381,11628828,2565381,20031638,699300,9686135,9301703,5672776
