count_property,count_firefactor1,count_firefactor2,count_firefactor3,count_firefactor4,count_firefactor5,count_firefactor6,count_firefactor7,count_firefactor8,count_firefactor9,count_firefactor10
143479339,59693384,21037303,26548182,14061910,8090335,4606977,3440220,2674595,1112532,1565045
