fips,count_property,count_heatfactor1,count_heatfactor2,count_heatfactor3,count_heatfactor4,count_heatfactor5,count_heatfactor6,count_heatfactor7,count_heatfactor8,count_heatfactor9,count_heatfactor10
28675,6268,639,5166,412,0,0,0,0,0,0,0
28676,2275,0,0,0,1874,401,0,0,0,0,0
28677,21316,0,0,0,0,19885,1428,3,0,0,0
28678,3536,0,0,0,15,3520,1,0,0,0,0
28679,2122,359,1686,69,0,0,0,0,0,0,0
28681,16889,0,0,92,2426,14337,34,0,0,0,0
28682,1232,0,0,0,0,1045,187,0,0,0,0
28683,1349,0,17,69,1219,43,0,0,0,0,0
28684,3193,2356,818,0,0,0,0,0,0,0,0
28685,2182,0,3,444,1674,61,0,0,0,0,0
28689,1584,0,0,9,966,609,0,0,0,0,0
28690,5840,0,0,169,962,4678,31,0,0,0,0
28692,4254,1627,2465,82,0,0,0,0,0,0,0
28693,1852,333,1330,184,0,0,0,0,0,0,0
28694,11862,3372,7843,465,0,0,0,0,0,0,0
28697,8445,0,0,107,2683,5538,117,0,0,0,0
28698,2271,1388,840,1,0,0,0,0,0,0,0
28701,2319,0,0,264,2055,0,0,0,0,0,0
28702,863,0,5,213,632,13,0,0,0,0,0
28704,9201,7,236,5436,3504,1,0,0,0,0,0
28705,7055,1594,2736,2500,15,0,0,0,0,0,0
28707,578,358,213,5,0,0,0,0,0,0,0
28708,633,30,564,39,0,0,0,0,0,0,0
28709,1674,85,231,712,633,4,0,0,0,0,0
28710,124,0,4,5,63,52,0,0,0,0,0
28711,10634,289,1627,4965,3393,149,0,0,0,0,0
28712,14579,133,4385,4817,5063,158,0,0,0,0,0
28713,10719,482,1174,4413,3630,941,1,0,0,0,0
28714,14216,1688,5444,6168,35,0,0,0,0,0,0
28715,13106,80,536,7275,5139,3,0,0,0,0,0
28716,11968,1074,4153,6421,38,0,0,0,0,0,0
28717,4217,3854,362,1,0,0,0,0,0,0,0
28718,809,36,668,103,1,0,0,0,0,0,0
28719,37,3,4,26,4,0,0,0,0,0,0
28720,575,4,50,8,96,277,91,0,0,0,0
28721,7698,1030,1811,4357,7,0,0,0,0,0,0
28722,3930,0,41,63,78,2517,1053,0,0,0,0
28723,7079,3317,684,2245,683,0,0,0,0,0,0
28725,134,0,0,78,56,0,0,0,0,0,0
28726,1423,0,0,168,1255,0,0,0,0,0,0
28729,1578,0,0,357,1217,4,0,0,0,0,0
28730,6303,290,825,3287,1588,8,0,0,0,0,0
28731,5217,0,274,1484,3387,54,18,0,0,0,0
28732,8753,14,121,1822,6152,644,0,0,0,0,0
28733,184,0,0,90,94,0,0,0,0,0,0
28734,29053,948,2764,19458,5470,37,0,0,0,0,0
28735,556,52,249,242,8,0,0,0,0,0,0
28736,3596,3093,270,60,0,1,0,0,0,0,0
28739,14375,29,1140,6872,6046,69,0,0,0,0,0
28740,2681,167,668,1790,29,0,0,0,0,0,0
28741,8711,7089,917,557,56,0,0,0,0,0,0
28742,1822,0,63,1233,526,0,0,0,0,0,0
28743,2624,468,443,460,416,511,222,0,0,0,0
28745,753,0,45,708,0,0,0,0,0,0,0
28746,9137,0,1,171,971,7405,530,0,0,0,0
28747,4106,1547,2147,408,2,0,0,0,0,0,0
28748,7345,269,509,3334,3061,1,0,0,0,0,0
28749,274,228,44,0,0,0,0,0,0,0,0
28751,7211,3001,2380,1193,0,0,0,0,0,0,0
28752,18666,130,195,730,3103,14114,364,2,0,0,0
28753,9907,307,617,2731,5815,348,0,0,0,0,0
28754,7771,2786,781,1952,2089,1,0,0,0,0,0
28755,27,0,0,20,7,0,0,0,0,0,0
28756,4486,0,49,121,164,3722,421,0,0,0,0
28757,916,7,584,325,0,0,0,0,0,0,0
28758,4,0,0,0,4,0,0,0,0,0,0
28759,4460,1,269,2737,1452,0,0,0,0,0,0
28761,7635,0,2,1,1039,6534,58,0,0,0,0
28762,5157,4,84,545,1084,3195,159,0,0,0,0
28763,3062,2,278,1893,865,0,0,0,0,0,0
28766,1050,0,250,315,485,0,0,0,0,0,0
28768,4577,39,534,2689,1309,0,0,0,0,0,0
28770,14,0,0,14,0,0,0,0,0,0,0
28771,8436,185,573,3841,3681,117,1,0,0,0,0
28772,1346,57,428,530,285,25,0,0,0,0,0
28773,3937,0,21,706,2785,202,211,0,0,0,0
28774,5077,3028,2040,3,2,2,0,0,0,0,0
28775,1121,987,104,17,12,0,0,0,0,0,0
28777,9534,1188,5488,2801,2,0,0,0,0,0,0
28778,5435,120,315,1212,3173,580,1,0,0,0,0
28779,13067,1150,2464,7655,1553,2,0,0,0,0,0
28781,2568,716,1624,182,41,0,0,0,0,0,0
28782,4730,0,29,158,142,3273,1119,0,0,0,0
28783,2345,807,592,727,192,0,0,0,0,0,0
28785,8153,1649,2412,3753,65,7,0,0,0,0,0
28786,14572,2341,3980,7816,252,0,0,0,0,0,0
28787,12073,64,402,2902,8607,77,0,0,0,0,0
28788,147,0,4,130,12,0,0,0,0,0,0
28789,6100,245,747,3417,1668,2,0,0,0,0,0
28790,3142,54,648,1325,1111,0,0,0,0,0,0
28791,7729,0,23,3771,3933,1,0,0,0,0,0
28792,18259,200,1194,4215,12265,280,0,0,0,0,0
28801,5584,0,7,1080,4496,1,0,0,0,0,0
28803,12431,15,452,3693,8111,128,0,0,0,0,0
28804,11247,91,682,4565,5696,32,0,0,0,0,0
28805,8250,0,171,4064,4003,11,0,0,0,0,0
28806,18220,0,64,6006,12135,3,0,0,0,0,0
28901,4264,17,145,881,2317,901,1,0,0,0,0
28902,1848,0,29,371,1364,84,0,0,0,0,0
28904,13023,36,531,5021,7350,71,0,0,0,0,0
28905,2989,4,13,256,2194,516,1,0,0,0,0
28906,26037,77,240,3237,20403,1987,80,0,0,0,0
28909,1226,0,2,293,925,5,0,0,0,0,0
29001,1770,0,0,0,0,0,490,1273,7,0,0
29003,4773,0,0,0,0,0,0,3793,980,0,0
29006,6465,0,0,0,0,6,6013,445,1,0,0
29009,2448,0,0,0,0,0,1298,1149,1,0,0
29010,8002,0,0,0,0,0,3890,4108,4,0,0
29014,1720,0,0,0,0,165,1551,4,0,0,0
29015,1546,0,0,0,0,37,1504,5,0,0,0
29016,13149,0,0,0,0,69,11306,1774,0,0,0
29018,3353,0,0,0,0,0,1,3099,253,0,0
29020,15395,0,0,0,0,0,6298,9057,40,0,0
29030,2118,0,0,0,0,0,479,1624,15,0,0
29031,1538,0,0,0,0,34,1502,2,0,0,0
29032,3135,0,0,0,0,0,1904,1231,0,0,0
29033,5505,0,0,0,0,0,181,5308,16,0,0
29036,14368,0,0,0,0,40,12874,1454,0,0,0
29037,1096,0,0,0,0,89,1007,0,0,0,0
29038,2031,0,0,0,0,0,13,1929,89,0,0
29039,1851,0,0,0,0,0,24,1699,128,0,0
29040,4963,0,0,0,0,21,3938,1004,0,0,0
29042,3479,0,0,0,0,0,0,3201,278,0,0
29044,4404,0,0,0,0,0,3294,1110,0,0,0
29045,12489,0,0,0,0,1,5353,7135,0,0,0
29046,86,0,0,0,0,0,80,6,0,0,0
29047,3643,0,0,0,0,0,270,3314,59,0,0
29048,3710,0,0,0,0,0,0,1531,2179,0,0
29051,758,0,0,0,0,0,324,433,1,0,0
29052,1448,0,0,0,0,0,448,1000,0,0,0
29053,9254,0,0,0,0,1,5628,3625,0,0,0
29054,6430,0,0,0,0,1,5450,979,0,0,0
29055,2852,0,0,0,0,56,2786,10,0,0,0
29056,2437,0,0,0,0,0,0,1681,756,0,0
29058,3403,0,0,0,0,586,2816,1,0,0,0
29059,4313,0,0,0,0,0,0,1851,2462,0,0
29061,8007,0,0,0,0,0,3287,4718,2,0,0
29062,134,0,0,0,0,0,109,25,0,0,0
29063,15822,0,0,0,0,0,11461,4361,0,0,0
29065,806,0,0,0,0,7,790,9,0,0,0
29067,6573,0,0,0,0,40,6021,512,0,0,0
29069,3782,0,0,0,0,0,1319,2462,1,0,0
29070,11117,0,0,0,0,5,10062,1050,0,0,0
29072,27141,0,0,0,0,0,15621,11514,6,0,0
29073,21143,0,0,0,0,12,13516,7615,0,0,0
29074,639,0,0,0,0,75,564,0,0,0,0
29075,2314,0,0,0,0,165,2140,9,0,0,0
29078,8438,0,0,0,0,0,3427,5009,2,0,0
29079,66,0,0,0,0,0,14,52,0,0,0
29080,3014,0,0,0,0,0,1428,1585,1,0,0
29081,1436,0,0,0,0,0,0,348,1088,0,0
29082,632,0,0,0,0,0,0,206,426,0,0
29101,2284,0,0,0,0,0,1298,983,3,0,0
29102,14430,0,0,0,0,0,523,12400,1507,0,0
29104,1525,0,0,0,0,0,739,785,1,0,0
29105,1041,0,0,0,0,1,996,44,0,0,0
29107,2655,0,0,0,0,0,368,2278,9,0,0
29108,11303,0,0,0,0,3,10029,1271,0,0,0
29111,1221,0,0,0,0,0,200,965,56,0,0
29112,3994,0,0,0,0,0,1578,2414,2,0,0
29113,1317,0,0,0,0,0,21,1280,16,0,0
29114,1441,0,0,0,0,0,134,1300,7,0,0
29115,15797,0,0,0,0,0,362,14951,484,0,0
29117,1,0,0,0,0,0,0,1,0,0,0
29118,8236,0,0,0,0,0,989,7190,57,0,0
29122,70,0,0,0,0,0,67,3,0,0,0
29123,3849,0,0,0,0,3,2447,1398,1,0,0
29125,3094,0,0,0,0,0,1364,1721,9,0,0
29126,2008,0,0,0,0,0,1968,40,0,0,0
29127,7550,0,0,0,0,102,7369,79,0,0,0
29128,4147,0,0,0,0,0,3400,746,1,0,0
29129,2221,0,0,0,0,0,1890,331,0,0,0
29130,5638,0,0,0,0,600,4969,69,0,0,0
29133,1047,0,0,0,0,0,5,1022,20,0,0
29135,7137,0,0,0,0,0,3722,3414,1,0,0
29137,2533,0,0,0,0,0,693,1832,8,0,0
29138,6854,0,0,0,0,263,6403,188,0,0,0
29142,3743,0,0,0,0,0,4,2891,848,0,0
29145,775,0,0,0,0,0,764,11,0,0,0
29146,1592,0,0,0,0,0,7,1502,83,0,0
29148,6793,0,0,0,0,0,110,5991,692,0,0
29150,19983,0,0,0,0,0,6487,13446,50,0,0
29152,9,0,0,0,0,0,4,5,0,0,0
29153,9640,0,0,0,0,0,6134,3504,2,0,0
29154,13902,0,0,0,0,0,6189,7707,6,0,0
29160,5696,0,0,0,0,0,3958,1738,0,0,0
29161,7143,0,0,0,0,0,882,6168,93,0,0
29162,1705,0,0,0,0,0,152,1536,17,0,0
29163,1607,0,0,0,0,0,0,1119,488,0,0
29164,3561,0,0,0,0,0,1635,1920,6,0,0
29166,741,0,0,0,0,2,736,3,0,0,0
29168,1932,0,0,0,0,1,1305,626,0,0,0
29169,9756,0,0,0,0,0,3945,5811,0,0,0
29170,9717,0,0,0,0,17,3319,6353,28,0,0
29172,4336,0,0,0,0,0,774,3554,8,0,0
29175,279,0,0,0,0,0,261,18,0,0,0
29177,2,0,0,0,0,0,1,1,0,0,0
29178,2850,0,0,0,0,8,2625,217,0,0,0
29180,9158,0,0,0,0,152,8902,104,0,0,0
29201,9776,0,0,0,0,0,2696,7077,3,0,0
29203,19188,0,0,0,0,56,16685,2447,0,0,0
29204,8158,0,0,0,0,0,5990,2168,0,0,0
29205,10754,0,0,0,0,0,6473,4281,0,0,0
29206,7286,0,0,0,0,0,4247,3039,0,0,0
29207,1,0,0,0,0,0,0,1,0,0,0
29208,11,0,0,0,0,0,6,5,0,0,0
29209,14352,0,0,0,0,0,3392,10956,4,0,0
29210,9911,0,0,0,0,0,3912,5995,4,0,0
29212,11902,0,0,0,0,0,8491,3411,0,0,0
29223,18434,0,0,0,0,0,13962,4472,0,0,0
29225,3,0,0,0,0,0,0,3,0,0,0
29229,19540,0,0,0,0,0,9092,10448,0,0,0
29301,13553,0,0,0,0,1254,12261,38,0,0,0
29302,8866,0,0,0,0,2604,6258,4,0,0,0
29303,10093,0,0,0,0,1445,8639,9,0,0,0
29306,7234,0,0,0,0,919,6308,7,0,0,0
29307,8858,0,0,0,0,2315,6533,10,0,0,0
29316,12223,0,0,0,0,494,11451,278,0,0,0
29320,295,0,0,0,0,33,262,0,0,0,0
29321,1594,0,0,0,0,13,1527,54,0,0,0
29322,5377,0,0,0,0,1905,3472,0,0,0,0
29323,9455,0,0,0,0,1481,7973,1,0,0,0
29324,117,0,0,0,0,19,98,0,0,0,0
29325,7438,0,0,0,0,680,6676,81,0,0,0
29329,203,0,0,0,0,6,197,0,0,0,0
29330,4562,0,0,0,0,1097,3465,0,0,0,0
29331,97,0,0,0,0,7,90,0,0,0,0
29332,3055,0,0,0,0,111,2944,0,0,0,0
29333,235,0,0,0,0,34,201,0,0,0,0
29334,7463,0,0,0,0,473,6759,231,0,0,0
29335,3198,0,0,0,0,286,2907,5,0,0,0
29338,64,0,0,0,0,0,64,0,0,0,0
29340,10839,0,0,0,0,352,10333,154,0,0,0
29341,10024,0,0,0,0,775,9122,127,0,0,0
29346,160,0,0,0,0,23,137,0,0,0,0
29349,18494,0,0,0,0,3831,14652,11,0,0,0
29351,846,0,0,0,0,6,837,3,0,0,0
29353,2820,0,0,0,0,196,2616,8,0,0,0
29355,652,0,0,0,0,42,608,2,0,0,0
29356,6812,0,265,350,501,3719,1976,0,0,0,0
29360,11507,0,0,0,0,909,10539,59,0,0,0
29364,430,0,0,0,0,1,182,247,0,0,0
29365,6606,0,0,0,0,718,5859,29,0,0,0
29368,99,0,0,0,0,10,89,0,0,0,0
29369,7505,0,0,0,0,478,6964,63,0,0,0
29370,750,0,0,0,0,154,596,0,0,0,0
29372,2892,0,0,0,0,629,2263,0,0,0,0
29373,110,0,0,0,0,4,106,0,0,0,0
29374,2252,0,0,0,0,531,1721,0,0,0,0
29375,60,0,0,0,0,0,60,0,0,0,0
29376,4260,0,0,0,0,889,3348,23,0,0,0
29377,497,0,0,0,0,29,468,0,0,0,0
29378,93,0,0,0,0,8,85,0,0,0,0
29379,11232,0,0,0,0,156,10746,330,0,0,0
29384,3729,0,0,0,0,58,3667,4,0,0,0
29385,4173,0,0,0,0,568,3595,9,1,0,0
29388,9176,0,0,0,0,1186,7861,129,0,0,0
29401,3480,0,0,0,0,0,0,0,0,2,3478
29403,7052,0,0,0,0,0,0,0,0,2,7050
29404,4,0,0,0,0,0,0,0,0,2,2
29405,12617,0,0,0,0,0,0,0,0,1545,11072
29406,8270,0,0,0,0,0,0,0,1,7618,651
29407,12601,0,0,0,0,0,0,0,0,404,12197
29409,,0,0,0,0,0,0,0,0,0,0
29410,6409,0,0,0,0,0,0,0,1,6324,84
29412,16355,0,0,0,0,0,0,0,0,1,16354
29414,14204,0,0,0,0,0,0,0,17,7181,7006
29418,8032,0,0,0,0,0,0,0,3,6395,1634
29420,7528,0,0,0,0,0,0,0,5,7517,6
29424,19,0,0,0,0,0,0,0,0,0,19
29425,18,0,0,0,0,0,0,0,0,0,18
29426,1228,0,0,0,0,0,0,0,571,657,0
29429,2908,0,0,0,0,0,0,0,0,1707,1201
29431,3673,0,0,0,0,0,0,0,3435,238,0
29432,2957,0,0,0,0,0,0,2596,361,0,0
29434,489,0,0,0,0,0,0,0,276,213,0
29435,2941,0,0,0,0,0,0,5,2936,0,0
29436,3826,0,0,0,0,0,0,902,2924,0,0
29437,2035,0,0,0,0,0,0,311,1724,0,0
29438,5477,0,0,0,0,0,0,0,0,533,4944
29439,1934,0,0,0,0,0,0,0,0,0,1931
29440,19018,0,0,0,0,0,0,0,7252,11764,2
29445,19798,0,0,0,0,0,0,0,95,19663,40
29446,1379,0,0,0,0,0,0,0,879,321,179
29448,1837,0,0,0,0,0,0,545,1292,0,0
29449,5791,0,0,0,0,0,0,0,0,5377,414
29450,2051,0,0,0,0,0,0,0,69,1977,5
29451,4267,0,0,0,0,0,0,0,0,0,4145
29452,340,0,0,0,0,0,0,0,254,84,2
29453,1287,0,0,0,0,0,0,0,844,443,0
29455,20226,0,0,0,0,0,0,0,0,4600,15626
29456,11389,0,0,0,0,0,0,0,300,11088,1
29458,2750,0,0,0,0,0,0,0,2,2725,23
29461,20173,0,0,0,0,0,0,1,10892,9279,1
29464,18626,0,0,0,0,0,0,0,0,664,17962
29466,16694,0,0,0,0,0,0,0,0,2628,14066
29468,2036,0,0,0,0,0,0,542,1494,0,0
29469,433,0,0,0,0,0,0,0,433,0,0
29470,2963,0,0,0,0,0,0,0,217,2738,8
29471,1514,0,0,0,0,0,0,1220,294,0,0
29472,6095,0,0,0,0,0,0,76,5963,56,0
29474,2056,0,0,0,0,0,0,111,1929,16,0
29475,2419,0,0,0,0,0,0,355,2064,0,0
29477,5235,0,0,0,0,0,0,2032,3203,0,0
29479,5514,0,0,0,0,0,0,172,5337,5,0
29481,1788,0,0,0,0,0,0,1175,613,0,0
29482,1088,0,0,0,0,0,0,0,0,0,1088
29483,22839,0,0,0,0,0,0,0,12931,9908,0
29485,20307,0,0,0,0,0,0,0,3817,16490,0
29486,13923,0,0,0,0,0,0,0,5681,8242,0
29487,2275,0,0,0,0,0,0,0,0,1065,1210
29488,15188,0,0,0,0,0,0,545,14620,23,0
29492,8466,0,0,0,0,0,0,0,0,1255,7211
29493,144,0,0,0,0,0,0,40,104,0,0
29501,20004,0,0,0,0,0,241,18772,991,0,0
29505,10334,0,0,0,0,0,143,9381,810,0,0
29506,9853,0,0,0,0,0,273,9284,296,0,0
29510,8244,0,0,0,0,0,0,26,6524,1694,0
29511,3701,0,0,0,0,0,0,2415,1286,0,0
29512,12189,0,0,0,0,0,246,10887,1056,0,0
29516,1012,0,0,0,0,0,82,840,90,0,0
29518,1091,0,0,0,0,0,22,907,162,0,0
29519,258,0,0,0,0,0,1,256,1,0,0
29520,8752,0,0,0,0,0,245,7907,600,0,0
29525,1740,0,0,0,0,0,18,1651,71,0,0
29526,27273,0,0,0,0,0,0,274,21532,5467,0
29527,14222,0,0,0,0,0,0,246,13705,271,0
29530,1788,0,0,0,0,0,8,1412,368,0,0
29532,11123,0,0,0,0,0,627,10387,109,0,0
29536,10901,0,0,0,0,0,214,9909,778,0,0
29540,3431,0,0,0,0,0,309,3024,98,0,0
29541,5445,0,0,0,0,0,319,4896,230,0,0
29543,474,0,0,0,0,0,3,463,8,0,0
29544,4197,0,0,0,0,0,20,3579,598,0,0
29545,1393,0,0,0,0,0,2,1255,136,0,0
29546,2304,0,0,0,0,0,1,1804,499,0,0
29547,1669,0,0,0,0,0,56,1425,188,0,0
29550,19628,0,0,0,0,0,4347,15256,25,0,0
29554,7650,0,0,0,0,0,0,2416,5230,4,0
29555,4035,0,0,0,0,0,0,2674,1361,0,0
29556,9837,0,0,0,0,0,9,2483,7343,2,0
29560,8519,0,0,0,0,0,93,4924,3502,0,0
29563,1948,0,0,0,0,0,7,1784,157,0,0
29564,1534,0,0,0,0,0,0,307,1227,0,0
29565,5270,0,0,0,0,0,226,4736,308,0,0
29566,13749,0,0,0,0,0,0,0,375,12583,791
29567,571,0,0,0,0,0,0,508,63,0,0
29568,10922,0,0,0,0,0,0,0,3942,6977,3
29569,12130,0,0,0,0,0,0,2797,9315,18,0
29570,2599,0,0,0,0,0,28,2415,156,0,0
29571,9857,0,0,0,0,0,166,8170,1521,0,0
29572,8594,0,0,0,0,0,0,0,75,8383,136
29574,8126,0,0,0,0,0,50,7109,967,0,0
29575,18255,0,0,0,0,0,0,0,793,17462,0
29576,18447,0,0,0,0,0,0,0,5822,12625,0
29577,16756,0,0,0,0,0,0,0,1462,14820,3
29579,22759,0,0,0,0,0,0,0,2582,20177,0
29580,1390,0,0,0,0,0,0,358,1032,0,0
29581,4472,0,0,0,0,0,37,4056,379,0,0
29582,17144,0,0,0,0,0,0,0,0,13741,3403
29583,4030,0,0,0,0,0,72,3631,327,0,0
29584,2255,0,0,0,0,0,346,1864,45,0,0
29585,11957,0,0,0,0,0,0,0,2260,9696,1
29588,20592,0,0,0,0,0,0,0,5294,15298,0
29589,98,0,0,0,0,0,0,97,1,0,0
29590,2446,0,0,0,0,0,0,720,1726,0,0
29591,2957,0,0,0,0,0,55,2443,459,0,0
29592,929,0,0,0,0,0,37,724,168,0,0
29593,1622,0,0,0,0,0,64,1545,13,0,0
29594,112,0,0,0,0,0,1,108,3,0,0
29596,2166,0,0,0,0,0,110,1988,68,0,0
29601,6255,0,0,0,0,752,5503,0,0,0,0
29605,16643,0,0,0,0,2867,13624,152,0,0,0
29607,15372,0,0,0,0,4485,10805,82,0,0,0
29609,13764,0,0,14,420,8540,4777,4,0,0,0
29611,13556,0,0,0,0,4151,9403,2,0,0,0
29613,3,0,0,0,0,2,1,0,0,0,0
29614,8,0,0,0,0,1,7,0,0,0,0
29615,12529,0,0,0,0,2939,9575,14,1,0,0
29617,10427,0,0,0,0,4501,5917,9,0,0,0
29620,8105,0,0,0,0,1260,6828,17,0,0,0
29621,21494,0,0,0,0,4578,16819,97,0,0,0
29624,9273,0,0,0,0,2738,6531,4,0,0,0
29625,15523,0,0,0,0,2105,13374,44,0,0,0
29626,7857,0,0,0,1,2744,5085,26,0,0,0
29627,11624,0,0,0,0,4719,6898,7,0,0,0
29628,1965,0,0,0,0,126,1819,20,0,0,0
29630,6126,0,0,0,0,4347,1775,4,0,0,0
29631,4752,0,0,0,0,1289,3410,53,0,0,0
29634,1,0,0,0,0,0,1,0,0,0,0
29635,2124,169,332,14,511,1084,14,0,0,0,0
29638,2051,0,0,0,0,624,1427,0,0,0,0
29639,716,0,0,0,0,178,538,0,0,0,0
29640,16034,0,0,0,83,12272,3679,0,0,0,0
29642,15500,0,0,0,0,7560,7899,41,0,0,0
29643,3693,0,0,0,0,1822,1868,3,0,0,0
29644,9773,0,0,0,0,1155,8546,72,0,0,0
29645,5884,0,0,0,0,902,4981,1,0,0,0
29646,13018,0,0,0,0,273,12528,217,0,0,0
29649,13296,0,0,0,0,28,12672,596,0,0,0
29650,14528,0,0,0,0,388,13469,671,0,0,0
29651,23668,0,0,0,0,3867,19728,73,0,0,0
29653,3590,0,0,0,0,155,3435,0,0,0,0
29654,6410,0,0,0,0,2296,4113,1,0,0,0
29655,5857,0,0,0,0,2445,3411,1,0,0,0
29657,8109,0,0,0,1,7004,1104,0,0,0,0
29658,334,0,0,0,314,20,0,0,0,0,0
29659,71,0,0,0,0,32,39,0,0,0,0
29661,4425,5,55,19,423,3736,186,1,0,0,0
29662,5499,0,0,0,0,231,5254,14,0,0,0
29664,2046,0,0,76,1942,28,0,0,0,0,0
29665,115,0,0,0,0,25,90,0,0,0,0
29666,5342,0,0,0,0,271,5071,0,0,0,0
29667,164,0,0,0,0,164,0,0,0,0,0
29669,7551,0,0,0,0,4388,3162,1,0,0,0
29670,6780,0,0,0,0,2830,3947,2,1,0,0
29671,11889,0,0,7,913,10529,439,0,0,0,0
29672,9107,0,0,0,0,7879,1228,0,0,0,0
29673,14320,0,0,0,0,6116,8161,43,0,0,0
29676,6207,0,2,5,176,5603,421,0,0,0,0
29678,13522,0,0,0,0,10397,3117,8,0,0,0
29680,13011,0,0,0,0,491,11593,927,0,0,0
29681,25044,0,0,0,0,598,22935,1511,0,0,0
29682,3139,0,0,0,27,2944,168,0,0,0,0
29683,184,0,0,0,0,44,140,0,0,0,0
29684,2957,0,0,0,0,1783,1172,2,0,0,0
29685,2808,2,8,33,190,2396,172,0,0,0,0
29686,1233,0,1,2,151,1079,0,0,0,0,0
29687,17868,0,0,0,4,4669,13128,67,0,0,0
29689,3877,0,0,0,0,1491,2386,0,0,0,0
29690,12547,0,50,111,409,9699,2277,1,0,0,0
29691,6053,0,0,0,44,5847,162,0,0,0,0
29692,3153,0,0,0,0,176,2968,9,0,0,0
29693,15116,0,0,0,50,13244,1821,1,0,0,0
29696,3398,0,0,0,0,3137,261,0,0,0,0
29697,7113,0,0,0,0,3569,3541,2,1,0,0
29702,5899,0,0,0,0,520,5356,23,0,0,0
29704,1866,0,0,0,0,95,1769,2,0,0,0
29706,12053,0,0,0,0,297,11376,380,0,0,0
29707,15315,0,0,0,0,52,11721,3542,0,0,0
29708,14494,0,0,0,0,6,13083,1405,0,0,0
29709,4969,0,0,0,0,0,1569,3366,34,0,0
29710,18088,0,0,0,0,1811,15950,327,0,0,0
29712,1366,0,0,0,0,42,1324,0,0,0,0
29714,1830,0,0,0,0,0,1820,10,0,0,0
29715,15388,0,0,0,0,15,12789,2581,3,0,0
29717,989,0,0,0,0,17,968,4,0,0,0
29718,2958,0,0,0,0,0,2391,567,0,0,0
29720,28129,0,0,0,0,279,25884,1966,0,0,0
29724,19,0,0,0,0,1,18,0,0,0,0
29726,1169,0,0,0,0,101,1068,0,0,0,0
29727,1165,0,0,0,0,0,943,222,0,0,0
29728,6024,0,0,0,0,4,5602,418,0,0,0
29729,1558,0,0,0,0,35,1516,7,0,0,0
29730,25012,0,0,0,0,267,23923,821,1,0,0
29732,23069,0,0,0,0,189,21820,1060,0,0,0
29733,1,0,0,0,0,0,1,0,0,0,0
29741,1721,0,0,0,0,0,1268,453,0,0,0
29742,1854,0,0,0,0,54,1794,6,0,0,0
29743,1029,0,0,0,0,41,988,0,0,0,0
29745,15733,0,0,0,0,1625,14013,95,0,0,0
29801,14636,0,0,0,0,0,813,13523,300,0,0
29803,21845,0,0,0,0,0,32,20175,1638,0,0
29805,3849,0,0,0,0,0,890,2929,30,0,0
29809,1521,0,0,0,0,0,0,1049,472,0,0
29810,3388,0,0,0,0,0,0,150,3238,0,0
29812,8008,0,0,0,0,0,2,3538,4468,0,0
29816,473,0,0,0,0,0,0,392,81,0,0
29817,3628,0,0,0,0,0,0,2963,665,0,0
29819,1378,0,0,0,0,81,1297,0,0,0,0
29821,1568,0,0,0,0,0,1477,91,0,0,0
29824,5316,0,0,0,0,11,5211,94,0,0,0
29826,162,0,0,0,0,0,0,103,59,0,0
29827,2656,0,0,0,0,0,0,91,2565,0,0
29828,478,0,0,0,0,0,0,389,89,0,0
29829,6653,0,0,0,0,0,182,5971,500,0,0
29831,2589,0,0,0,0,0,0,1452,1137,0,0
29832,3700,0,0,0,0,3,3588,109,0,0,0
29834,242,0,0,0,0,0,0,165,77,0,0
29835,8856,0,0,0,0,10,8727,119,0,0,0
29836,744,0,0,0,0,0,0,202,542,0,0
29838,690,0,0,0,0,0,677,13,0,0,0
29840,362,0,0,0,0,58,303,1,0,0,0
29841,15242,0,0,0,0,0,908,12840,1494,0,0
29842,4762,0,0,0,0,0,48,4071,643,0,0
29843,1290,0,0,0,0,0,0,655,635,0,0
29844,96,0,0,0,0,0,91,5,0,0,0
29845,1112,0,0,0,0,0,1105,7,0,0,0
29847,3993,0,0,0,0,0,3170,822,1,0,0
29848,1051,0,0,0,0,64,987,0,0,0,0
29849,461,0,0,0,0,0,0,153,308,0,0
29851,4600,0,0,0,0,0,11,4205,384,0,0
29853,4803,0,0,0,0,0,19,4428,356,0,0
29856,1871,0,0,0,0,0,1,1777,93,0,0
29860,9559,0,0,0,0,0,5218,4339,2,0,0
29899,2,0,0,0,0,0,2,0,0,0,0
29902,7067,0,0,0,0,0,0,0,0,797,6270
29904,1,0,0,0,0,0,0,0,0,0,1
29905,,0,0,0,0,0,0,0,0,0,0
29906,8912,0,0,0,0,0,0,0,1,6147,2764
29907,8127,0,0,0,0,0,0,0,0,3656,4471
29909,14037,0,0,0,0,0,0,0,0,9414,4623
29910,21442,0,0,0,0,0,0,0,0,6405,15037
29911,1435,0,0,0,0,0,0,21,1414,0,0
29912,45,0,0,0,0,0,0,0,26,19,0
29915,2273,0,0,0,0,0,0,0,0,0,2273
29916,1372,0,0,0,0,0,0,0,1347,25,0
29918,3342,0,0,0,0,0,0,0,3340,2,0
29920,10856,0,0,0,0,0,0,0,0,136,10720
29921,247,0,0,0,0,0,0,0,247,0,0
29922,1051,0,0,0,0,0,0,0,1031,20,0
29923,363,0,0,0,0,0,0,0,363,0,0
29924,2806,0,0,0,0,0,0,0,2805,1,0
29926,11108,0,0,0,0,0,0,0,0,0,11108
